,Region,Sub Region,Country,Drug Group,Drug,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3917,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,55.562,,,65.85,,,,,,324.072,65.3
3918,,,,,Poppy plants,,,,,,,,,,,,,,,,,15.0,,2884.8,35.1,137.65,,,,,,,,,,,164.0,,1.6,9.4,,,0.4,
3919,,,,,Poppy seed,,,,,,,,,,,,,,,,,0.0350000001490116,,,,,,,,,,,,,,,,,,,,,,
3920,,,,,Sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0346499992255121,,,,,,,,,
3921,,,San Marino,ATS (excluding ecstasy),Non-specified ATS,,,,,,,,,,,,,0.01325,,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
3922,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,0.0480000004172325,,0.00400000018998981,0.00700000021606684,0.00700000021606684,0.00300000002607703,0.0240000002086163,,,,,,,,,,,,,,,,,,,,,,,,
3923,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,0.001355,,,0.00271,,,,,,,,,,,,,,,,,,,,,,,,
3924,,,,Hashish (resin),Hashish (resin),,,,,0.00999999977648258,,,,,0.0370000004768372,0.135000005364418,0.165999993681908,0.140000000596046,0.0549999997019768,0.0280000008642673,,,,,,,,,,,,,,,,,,,,,,,,
3925,,,,Heroine and Morphine,Heroin,,,,,2.99999993294477e-05,,,0.00300000002607703,,,0.0020000000949949,0.0020000000949949,0.0020000000949949,0.0540000014007092,,,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,Illicit morphine,,,,,,,,,0.00800000037997961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,,,,Marijuana (herb),Marijuana (herb),,,0.584999978542328,0.398999989032745,0.0120000001043081,,,0.0489999987185001,,,0.0419999994337559,,,0.00100000004749745,0.0240000002086163,,,,,,,,,,,,,,,,,,,,,,,,
3928,,,,Opium,Opium,,,,,,,,,0.00700000021606684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,,,,Other drugs,Cannabis plants,,,,,,,,,,0.0020000000949949,33.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,,,,,Cannabis seed,,,,,,,,,0.00400000018998981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,,,,,LSD,,,,,,,,,,,,,,,4.49999988632044e-07,,,,,,,,,,,,,,,,,,,,,,,,
3932,,,,,Other illicit opioids,,,,,,,,,0.00899999961256981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,,,Slovakia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,0.001,0.00281,0.044,0.012,0.0089,0.014,0.002035,0.002277,0.386,0.55744,0.027,,0.11,0.02,0.16018,0.00123,0.02894,0.2,
3934,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,0.13595000000000002,0.28,0.5681,0.2866,0.021,1.45818,1.93,1.308640000219196,1.33305,1.503,2.13963,2.74,1.545,10.9,3.78,6.21549,5.35,4.86,51.134725,0.7
3935,,,,,Non-specified ATS,,,,,,,,,,,,,,,,0.00100000004749745,,0.0939999967813492,9.725750007629388,,,,,,,,6.95951,,0.527,2.9245,,,,,,,,,
3936,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,
3937,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,
3938,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,1.29999995231628,,25.7089996337891,,9.57999992370605,1.64199995994568,2.508,0.1657,,,0.697,1.97786,0.36,0.96183,0.27836,0.599,2.01194,,,,,,,,,
3939,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,35.26,1.75,1.46,0.01786,2.33,0.06086,2.7,5.1
3940,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,0.069,,,,,,,,,,,,,,,,
3941,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,0.002439,0.133603,0.568,0.117885,0.450673,0.640102,0.460158,2.2985670000000002,0.396744,1.017063,0.002981,0.00542,0.00813,0.143359,0.0,0.113549,0.39566,2.353364,0.644438,0.275065
3942,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,0.266000002622604,0.0270000007003546,0.611999988555908,,,0.0379999987781048,0.0149999996647239,,2.0846,0.6351,,0.067,0.96204,0.27,0.53607,0.46893,0.502,1.104,0.2,0.1184,0.71,0.02053,0.11608,27.15,0.451,0.6,
3943,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,67.6399993896484,4.2810001373291,3.65700006484985,120.949996948242,11.0,90.4499969482422,13.6709995269775,5.808,98.5072,15.6802,15.4,6.902,2.34247,3.71,2.43417,2.15,12.657690000072122,14.29114,1.28,0.32,0.26,0.19,0.05057,2.63,0.05644,0.4,
3944,,,,,Illicit morphine,,,,,,,,,,,,,1.0,2.78999996185303,,,,,0.000300000004470348,,0.2884,,0.6,,0.00129,0.000600000008940697,,0.00120000001788139,,,,,0.043,,,,,,
3945,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,,,,,2.90300011634827,10.4020004272461,24.0,865.614990234375,12539.93359375,156.0,168.1961,,151.5,31.971,70.68,34.82,614.048,166.012,703.014,68.563,8736.0,119.72,176.79,80.99,111.35529,69.78,37.67,144.0,15.7
3946,,,,Opium,Opium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,
3947,,,,Other drugs,Cannabis oil,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,0.85,
3948,,,,,Cannabis plants,,,,,,,,,,,,,15.5,40.4669990539551,65.3000030517578,,,,2830.67993164063,848.797,,817.2258,573.9,159.956,1474.79,1137.92,81.063,154.004,71.025,2592.034,149.6,,292.7,103.9,496.0,208.5,38.5,229.9,
3949,,,,,Cannabis seed,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,
3950,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,0.106419997621328,0.0135599996969104,0.0110399997532368,,,,,0.00492999988980591,0.3124699999447912,,0.00371999991685152,,0.257699994239956,,,,,,,,,
3951,,,,,Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000700000010430813,,,,,,,
3952,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
3953,,,,,LSD,,,,,,,,,,,,,,,,,,9.99999974737875e-08,3.14999992042431e-06,3.59999990905635e-06,5.49999986105831e-06,2.99999992421363e-06,3.9999998989515e-07,2.09999994694954e-06,1.08249997265375e-05,5.49999986105831e-07,4.99999987368938e-06,4.99999987368938e-08,5.49999986105831e-07,1.84999995326507e-06,6.69999983074376e-06,,4.99999987368938e-06,1.99999994947575e-07,1.49999996210681e-07,,,1.30999996690662e-05,
3954,,,,,Non-specified,,,,,,,,,,,,,,,,,,,,0.0130899997074157,,,,,,,,,,,,,,,,,,,
3955,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000100000001490116,,
3956,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,,,,,
3957,,,,,Other illicit opioids,,,,,,,,,,,,,5.5012499275244755,,,,,,0.0230500003434718,0.00695000010356307,0.000950000014156103,,0.00052500000782311,,5.00000007450581e-05,,0.0117300003767014,,,,,,,,,,,,
3958,,,,,Other NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,
3959,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.038,0.0220599995069206,,,,,,,,,
3960,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,
3961,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196,4.436,,,,,,0.0243000003620982,
3962,,,,,Piperazines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228500003404915,,,,,,,,
3963,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
3964,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,
3965,,,,,Synthetic cannabinoids under international control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,,,,,,
3966,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,12.87921,,,,1.0,
3967,,,Slovenia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,0.407551,0.744669,0.277177,0.083517,0.03,0.055154,0.2,0.189455,3.460853,1.26471,2.542,3.407714,4.961572,0.76495,9.300239999999999,15.197671,21.576461000000002,2.129035,,6.148936,6.1419999999999995
3968,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,0.005025,0.08775,0.034875,0.5765750000000001,0.0099,0.027325000000000002,0.045675,,,,0.137725,0.060155,0.5647500000000001,0.091925,0.4799,,0.030825,0.2316
3969,,,,,Non-specified ATS,,,,,,,,,,,,,,,0.299,,4.687,1.4099999666214,0.40574998664856,0.08625,7.07825,,,,,,,,,,,,,,,,,,
3970,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,0.115000002086163,2.81399989128113,1.90900003910065,3.2409999370575,0.829999983310699,3.57299995422363,3.5220000743866,1.58000004291534,0.098,1.08,55.38,1.61,106.69,2.14,4.67,81.376,90.667,2.9690600000172855,,,,,,,,,
3971,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.013,1.699,26.822,3.31,181.99,2.771,,12.25,14.5
3972,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,1.992934,,2.01624,1.218416,0.473979,7.633954,0.501892,2.134667,0.771537,0.236854,0.354739,1.6174499999999998,0.337666,0.182145,4.575912,0.024,0.015943,0.26016,1.099862,0.169078,2.772068,,1.623302,0.645393
3973,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,7.28599977493286,0.515999972820282,0.280000001192093,,5.43800020217896,0.938000023365021,1.95799994468689,64.6220016479492,1.022,2.36,0.12,0.59,8.09,0.72,4.34,0.688,0.421,0.689,0.224,4.24,2.56,0.32,2.32,2.542,,19.76,1.633
3974,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,15.8830003738403,20.0289993286133,13.8100004196167,18.1520004272461,24.5709991455078,29.8279991149902,46.1059989929199,32.2700004577637,392.065,88.93,68.67,150.173,114.34,134.21,182.29,92.86,136.26980999984778,42.40820999975502,36.399,4.409,20.416,7.65,4.87,6.467,,10.7,334.884
3975,,,,,Illicit morphine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,0.8300000000000001,2.447,,2.0,,,0.615,0.007
3976,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,,,19.3320007324219,94.495002746582,55.1889991760254,29.9139995574951,34.5960006713867,47.5550003051758,2772.60400390625,249.156005859375,3413.025,177.88,1099.94,219.57,84.83,112.32,553.0,165.029,400.525,246.392,188.76,613.045,706.06,809.59,535.06,487.535,,830.885,524.609
3977,,,,Opium,Opium,,,,,,,,,,,,,,,0.00100000004749745,,,,,,,,,,,,,,,,,0.392,,,,,,,0.0021
3978,,,,Other drugs,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200399995520711,0.055119998879730694,0.2095099992733449,1.006199996732175,0.1229199988171458,0.105029997652397,,0.430269996831194,0.18413999588415
3979,,,,,Cannabis oil,,,,,,,,,,,,,,8.71500015258789,10.0,,,,,,,,,,,,,,,,,,,,,,,0.1377,
3980,,,,,Cannabis plants,,,,,,,,,,,,,,800.0,892.1,,501.9,4494.4,1445.3,819.6,341.411,192.5,970.25,280.502,532.9,337.02,255.7,948.3,701.8,946.8,927.8,1283.6,1116.6,951.5,1106.7,1400.6,,1350.9,2561.9
3981,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,0.0113799997456372,,0.0574499987158924,0.00620999986119568,0.0073499998357147,0.00459999989718199,7.99999982118607e-05,0.00104999997653067,0.0161999996379018,0.0178699996005744,0.0150299996640533,0.0124899997208267,0.0386099994275719,0.10279999885514379,,,,,,,,,
3982,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0865,,,0.07,1.0035
3983,,,,,Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
3984,,,,,LSD,,,,,,,,,,,,,1.13999997120118e-05,1.95499995061255e-05,6.19999984337483e-06,,4.73499988038384e-05,7.79999980295543e-06,2.64999993305537e-06,2.55999993532896e-05,2.94999992547673e-06,,,,,,2.49999993684469e-07,,1.49999996210681e-07,,0.002,4.99999987368938e-08,1.49999996210681e-06,,5.19999986863695e-06,1.69999995705439e-06,,0.0,5.34999986484763e-06
3985,,,,,Non-specified,,,,,,,,,,,,,0.00399999991059303,0.00248999994434416,0.00885999980196357,,0.00185999995842576,0.000809999981895089,,,0.00445000004023313,,,,,,,,,,,,,,,,,,
3986,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,
3987,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,0.551999986171722,1.5511249571759296,,,,,,,,,,,,,,,,,,
3988,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,4.057300045855346,0.5510999990478161,1.5572499572671992,3.3650999564155923,3.408799992382531,2.907000116407875,,,2.53200006484985,1.25699996948242,,,,,,,,,,,
3989,,,,,Poppy plants,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
3990,,,Spain,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,49.538,23.412,2.789578,7.951031,0.689678,21.947244,2.221593,86.003302,80.94,56.335,147.735,281.608,48.452536,45.969088,411.26745800000003,673.110769,324.576293,520.147102,230.504976,53.302799
3991,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,4.204125,,,,,,,,,,,0.11025,47.833875,150.378525,33.0885,58.750425,38.0151,51.19425
3992,,,,,Non-specified ATS,13.4945,12.65000002384186,9.692,3.837,4.4665,1.20975,5.74599981307983,5.991999790191651,12.39925001525879,24.0439996948242,0.331999987363815,5.34725003433228,23.228249847412098,34.2210006713867,31.7360000610352,35.0379981994629,53.4119987487793,119.583999633789,176.985000610352,182.0,,18.7,55.642,47.315,59.383,33.52,187.597,71.5345,6.48225,28.77075,,467.87249999999995,250.89,,,,,,
3993,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.82075,,,0.001,0.00675,0.01525,4.442,0.18275,1742.142
3994,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.50475,0.04825,1.64225,,
3995,,,,Cocaine,Coca paste/cocaine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18,0.033,4.0,377.04,79.06,0.376,0.184
3996,,,,,"Cocaine (base, paste and salts)",58.1920013427734,50.0,113.616996765137,275.144012451172,277.028991699219,302.544006347656,668.919006347656,1135.36901855469,3470.89990234375,1852.23095703125,5512.02392578125,7573.80810546875,4454.19384765625,5350.740234375,4016.291015625,6897.02294921875,13742.9013671875,18418.759765625,11687.623046875,18110.883,6164.77,33680.69,17617.311,49278.929,33135.298,48429.166,49652.705,37787.27,27981.039,25401.793,,,,,,,,,
3997,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25246.956,16608.998,20753.68,26701.0,21685.0,21621.0,15630.0,40960.458,48453.421
3998,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,0.401,0.438,0.413,0.331,0.287,0.254,0.494,0.329,0.517,0.598,0.602,0.5,0.426,0.41,7.38,0.227,0.264,0.489
3999,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,1.172075,1.223836,6.006715,12.290392,74.368633,83.061771,200.407481,92.260324,50.12145,52.716817,96.922879,241.613302,233.104444,378.354482,209.177854,215.941743,155.252919,130.508993,132.950703,144.959526,109.574514,171.984459,49.600588,47.528251,41.956491,151.548891,36.61481,106.831181,98.410398,384.34198399999997
4000,,,,Hashish (resin),Hashish (resin),10920.0,20000.0,18193.0,15489.662109375,34319.29296875,37354.8125,47866.90625,59210.140625,90940.0703125,64225.00390625,70075.5703125,104750.6640625,121439.125,160169.203125,219176.140625,197024.046875,247745.09375,315328.0,428236.375,431165.28,474504.785,514181.6,564808.966,727312.801,794437.072,669703.511,459266.956,653630.501,682671.917,444581.222,384314.7,355904.042,325562.22,319257.0,379762.0,380360.9,324378.74,334918.525,436963.0
4001,,,,Heroine and Morphine,Heroin,6.1269998550415,34.0,85.9520034790039,109.329002380371,203.087005615234,252.615005493164,407.052001953125,412.699005126953,479.656005859375,712.97998046875,886.409973144531,741.445007324219,672.315002441406,604.494995117188,824.390991210938,546.005004882813,537.218994140625,479.450012207031,444.243011474609,1159.297,484.854,630.6,274.777,242.434,270.951,174.241,471.743,226.6,547.57,300.354,233.4,412.529,228.69,291.0,244.0,255.73,253.41,524.017,251.368
4002,,,,,Illicit morphine,7.39599990844727,2.36999988555908,0.0529999993741512,0.116999998688698,0.162000000476837,4.02600002288818,0.000500000007450581,,0.0278000004142523,0.264999985694885,0.0179999992251396,0.0120000001043081,0.11210000167042,0.00480000007152557,,,0.00740000011026859,0.000800000011920929,0.000300000004470348,0.00130000001937151,0.00330000004917383,0.00160000002384186,0.00150000002235174,,0.002,0.014,0.011,0.2,10.62242,0.049,0.025,0.061,0.106,20.0,27.0,0.005,0.002,,0.119
4003,,,,Marijuana (herb),Marijuana (herb),148.0,900.0,3577.0,2032.95703125,388.722991943359,26777.81640625,65.3789978027344,299.734008789063,398.886993408203,234.735000610352,67.7020034790039,63.1720008850098,294.444000244141,112.393997192383,0.642000019550323,16.7199993133545,13267.7587890625,24890.310546875,412.865997314453,761.342,353.292,532.42,380.733,397.713,471.995,664.454,497.084,1233.435,3751.076,1672.805,2719.5,17535.116,10457.42,16298.0,15174.0,15915.37,21138.43,34517.23,37220.035
4004,,,,Opium,Opium,0.638000011444092,1.0,0.254000008106232,0.128000006079674,0.773000001907349,1.30099999904633,,,0.0920000001788139,0.694000005722046,0.142000004649162,0.600000023841858,1.20299994945526,2.07500004768372,45.7319984436035,0.05700000096112494,2.85700011253357,26.2870006561279,0.0020000000949949,1.08,5.264,84.9,0.153,0.147,0.142,0.673,0.659,0.177,0.05057,0.124,0.203,0.443,2.82,7.0,2.0,1.09,0.179,2.177,3.926
4005,,,,Other drugs,Any Illicit drugs,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
4006,,,,,Barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128099997136742,
4007,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847669981053099,0.264599994085729,0.293889993431047,0.188449995787814,0.151689996609464,0.534559988051653,0.773139982718974,0.767659982841462,1.22706997257285
4008,,,,,Cannabis oil,89.609001159668,170.529998779297,85.4850006103516,123.901000976563,143.287002563477,116.253997802734,115.592002868652,94.0899963378906,130.744003295898,40.234001159668,351.859985351563,24.8619995117188,87.5149993896484,80.5039978027344,59.2919998168945,,0.288600011467934,0.704999983310699,74.9700012207031,0.703800027966499,0.310000002384186,1915.5,0.00100000004749745,,2.799,0.113,10.618,0.573,0.914,7.444,397.3,63.798,2.18,53.0,105.0,2.19,3.599,6.06,13.63
4009,,,,,Cannabis plants,224.0,697.0,6012.0,3196.59008789063,2355.36303710938,1882.8349609375,2212.63500976563,263.393005371094,911.492980957031,4169.673828125,1357.55395507813,821.789001464844,12219.6220703125,2121.02490234375,2490.5869140625,1188.07995605469,14001.3994140625,1734.001953125,3072.93798828125,2319.031,18156.043,3907.12,5882.218,7242.065,8858.352,11227.814,14091.386,,24039.721,28698.644,27277.7,26108.367,39932.18,17687.9,27074.1,37984.6,72461.1,112467.4,98114.8
4010,,,,,Cannabis seed,0.898000001907349,2.0,4.0,,,0.367000013589859,,,,,,,,,,,,1.37600004673004,,,,,,,,,,0.2,0.3,0.4,0.5,2.291,0.217,0.088,7.0,,,47.529,44.234
4011,,,,,Coca leaf,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.88,0.197,0.174,0.158,2.178,10.429,31.65,22.0,27.54,11.63,96.81,196.202,237.223
4012,,,,,Depressants (excluding Methaqualone),0.0346199992261827,1.616100027579812,2.92312995440699,0.0148899996671826,,0.0702999984286725,0.102759997703135,0.430139990385622,0.941629978952929,1.11823997500539,0.468969989517704,0.576639987111092,0.3576099948007613,0.545009987818077,0.721869983864948,1.27127997158468,0.635429985797033,0.593519986733794,0.991259977843612,3.43973992311582,8.154509779548281,3.82465991451219,0.206839995376766,0.27252999390848,6.4399498560559,0.709939984131604,1.99786995534413,1.41272996842302,0.540649987915531,1.57825996472314,,,,,,,,,
4013,,,,,GBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.027,0.197,
4014,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,213.15299987793,0.133200001984835,3.90000009536743,0.321200004786253,,,5.35300016403198,,0.0235000003501773,0.234,1.19,1.257,2.626,4.389,1.49,13.434,1.246,1.167
4015,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.999,6.753,93.255,8.847,177.31,36.857,3.075,0.9,8.266
4016,,,,,LSD,0.000690749982550187,0.00124999996842234,0.00152689996142726,0.000634099983981287,0.000889049977540708,0.000282349992867239,0.00337179991482117,0.00110639997204999,0.000478349987915863,0.000556149985950469,0.000328199991708971,0.000435349989002134,0.000483099987795868,0.00035299999108247,0.000360649990889215,0.000771849980501429,0.00066864998310848,0.00126839996795752,0.000453399988546153,0.000167649995764805,0.000377099990473653,0.00132674996648348,4.46499988720461e-05,0.00158844995987238,7.21499981773377e-05,0.000923649976666638,5.44999986232142e-05,9.25499976619903e-05,8.25499979146116e-05,0.000453099988553731,0.000343349991326249,0.000246149993781728,0.00168514995742953,8.1399997943663e-05,0.000242449993875198,0.000171699995662493,0.000607799984645681,5.06999987192103e-05,0.0506787487197471
4017,,,,,Methaqualone,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,0.034,0.014,0.00025,0.001,,
4018,,,,,Non-specified,2.02099990844727,1.0186999856121886,0.005369999949820341,0.3535099939610814,1.10000002384186,0.0648699985500425,0.0188299995791167,0.0214199995212257,0.00440999990142882,0.1186600005142387,0.0879999995231628,0.000999999977648258,,,,,,,,3.6217399190478,1.39775996875763,,1.18451997352391,,,,,,,,,,,,,0.616259986225516,,,0.0244999994523823
4019,,,,,Non-specified hallucinogens,,,,,,0.0100000001490116,,,,,,,,,,,,,,,2.3412000348866,,,0.0248000003695488,0.0058,0.00190000002831221,0.00200000002980232,0.334900004990399,0.52560000783205,0.240700003586709,,,,,,,,,
4020,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,0.438,,,,,,,,,11.37,152.5,,,10.73,0.734,3.373,0.732
4021,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354200005277991,0.0037000000551343,1.5554000231772669,0.05300000078976159,0.5263000078424807,0.0742000011056662,0.921000013723969,64.80200096562503,1.0454000155776737
4022,,,,,Other illicit opiates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,,
4023,,,,,Other illicit opioids,2.621225101495164,3.0202500003017487,,,,0.010350000154227,0.00160000002384186,,,,,,,,,,0.00932500013895333,0.0289750004317611,,0.024150000359863,,0.192700002871454,0.0185500002764165,,,0.000350000005215406,,2.995,23.045,,,3.629,,,,2.64,,24.44,0.202
4024,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.009,,,,
4025,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.298,6.44,,6.54,6.528,
4026,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0293099993448704
4027,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,11.94,12.421,7.101
4029,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,0.62,1.851,2.374,8.363,3.141,,6.368,7.553,5.555,4.64,17.0,4.069,5.436,1.58,,7.253050000090153
4030,,,,,Phenethylamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647639985524118,0.000674999984912574,,,
4031,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.225,,,,,689.709,1527.97
4032,,,,,Poppy plants,,600.0,700.0,70.0,2.82999992370605,280.026000976563,77.6,1588.03002929688,35960.03125,49093.1640625,3180.75805664063,544.015014648438,719.299987792969,4958.88720703125,5193.9150390625,75867.0,11185.998046875,862.111999511719,4.80000019073486,1003.004,22755.7,,49.737,,,,,,,,13.154,,9.86,30.0,219.0,,0.024,0.5,
